GENDER,AGE,COUNTRY,TYPE_SPONSOR,NAMA KURSUS,PERCENTAGE STUDENT W1-7,FreqW1,FreqW2,GRADE
MALE,21,CHINA,TIADA PENAJA,SISTEM PENGOPERASIAN,10.25,11.71428571,20.08163265,B+
MALE,21,CHINA,TIADA PENAJA,SISTEM PENGOPERASIAN,7.75,15.14285714,25.95918367,D+
FEMALE,21,BANGLADESH,TIADA PENAJA,SISTEM PENGOPERASIAN,3.5,30.28571429,51.91836735,B-
MALE,22,CHINA,TIADA PENAJA,SISTEM PENGOPERASIAN,10.31,16.57142857,28.40816327,B+
MALE,22,MALAYSIA,BIASISWA,SISTEM PENGOPERASIAN,15,13.57142857,23.26530612,A
FEMALE,22,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,11,10.85714286,18.6122449,A-
MALE,22,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,12.38,21,36,A
FEMALE,22,MALAYSIA,BIASISWA,SISTEM PENGOPERASIAN,15,21.71428571,37.2244898,A
MALE,22,SYRIAN ARAB REPUBLIC,TIADA PENAJA,SISTEM PENGOPERASIAN,7.5,21,36,B+
MALE,21,IRAQ,BIASISWA,SISTEM PENGOPERASIAN,13.88,23.85714286,40.89795918,A
MALE,24,BRUNEI DARUSSALAM,BIASISWA,SISTEM PENGOPERASIAN,7.5,9,15.42857143,C+
FEMALE,22,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,12.5,10.14285714,17.3877551,A-
FEMALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,7.5,16.71428571,28.65306122,B-
MALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,10.69,18.42857143,31.59183673,B+
FEMALE,25,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,7,18.71428571,32.08163265,C-
FEMALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,9,14,24,B
FEMALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,8,12.71428571,21.79591837,B+
MALE,22,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,13.25,12.28571429,21.06122449,A
MALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,13.31,14.71428571,25.2244898,A
MALE,23,CHINA,TIADA PENAJA,SISTEM PENGOPERASIAN,11.44,13,22.28571429,A-
MALE,21,CHINA,TIADA PENAJA,SISTEM PENGOPERASIAN,12,28.28571429,48.48979592,A-
FEMALE,23,CHINA,TIADA PENAJA,SISTEM PENGOPERASIAN,9,14,24,A-
MALE,22,BANGLADESH,TIADA PENAJA,SISTEM PENGOPERASIAN,5.25,14.57142857,24.97959184,F
MALE,21,LIBYAN ARAB JAMAHIRIYA,TIADA PENAJA,SISTEM PENGOPERASIAN,13.5,10.71428571,18.36734694,A
FEMALE,27,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,11,13.57142857,23.26530612,B+
MALE,24,PAKISTAN,TIADA PENAJA,SISTEM PENGOPERASIAN,7,12.14285714,20.81632653,C+
FEMALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,8,12.42857143,21.30612245,B+
FEMALE,22,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,12,32.71428571,56.08163265,A
MALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,11.75,16.28571429,27.91836735,A-
FEMALE,24,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,12,15.14285714,25.95918367,A
FEMALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,11.75,12,20.57142857,A-
FEMALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,10,10.71428571,18.36734694,B
FEMALE,23,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,12.5,8.285714286,14.20408163,A
MALE,22,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,8.25,18.42857143,31.59183673,A-
FEMALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,12.75,15,25.71428571,A-
FEMALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,14.25,20.14285714,34.53061224,A
MALE,24,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,14.06,17.28571429,29.63265306,A-
MALE,22,CHINA,TIADA PENAJA,SISTEM PENGOPERASIAN,10.5,12.14285714,20.81632653,A-
FEMALE,22,BANGLADESH,TIADA PENAJA,SISTEM PENGOPERASIAN,4,20.14285714,34.53061224,B+
MALE,21,CHINA,TIADA PENAJA,SISTEM PENGOPERASIAN,8.75,12.28571429,21.06122449,C+
MALE,22,YEMEN,TIADA PENAJA,SISTEM PENGOPERASIAN,7,14.85714286,25.46938776,D
FEMALE,23,CHINA,TIADA PENAJA,SISTEM PENGOPERASIAN,10.5,13,22.28571429,C
MALE,23,CHINA,TIADA PENAJA,SISTEM PENGOPERASIAN,5.25,14,24,F
MALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,8.63,23.71428571,40.65306122,B+
FEMALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,8.75,14.85714286,25.46938776,B+
MALE,22,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,13.5,13,22.28571429,A
MALE,22,MALAYSIA,PINJAMAN,SISTEM PENGOPERASIAN,11.44,13.28571429,22.7755102,A-
MALE,22,MALAYSIA,TIADA PENAJA,SISTEM PENGOPERASIAN,12.75,13.14285714,22.53061224,A
MALE,24,CHINA,TIADA PENAJA,SISTEM PENGOPERASIAN,8,20.85714286,35.75510204,D
MALE,22,BANGLADESH,TIADA PENAJA,SISTEM PENGOPERASIAN,0,9.571428571,16.40816327,D
MALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,18.49,2,3.428571429,A
MALE,23,AFGHANISTAN,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,17.2,4.714285714,8.081632653,A-
MALE,23,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,16.23,3.285714286,5.632653061,A
FEMALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,14.8,2.857142857,4.897959184,A
FEMALE,22,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,16.98,2.285714286,3.918367347,A
FEMALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,19.25,3.142857143,5.387755102,A
FEMALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,12.08,3.142857143,5.387755102,A
MALE,24,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,14.34,5.857142857,10.04081633,A-
FEMALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,13.96,2,3.428571429,A
MALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,15.09,1,1.714285714,A
MALE,24,PAKISTAN,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,12.45,2.714285714,4.653061224,A-
FEMALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,13.96,2.571428571,4.408163265,B+
MALE,22,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,17.74,1.714285714,2.93877551,A
MALE,23,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,16.23,2.428571429,4.163265306,A
MALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,17.74,2,3.428571429,A
FEMALE,23,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,17.74,3.142857143,5.387755102,A
MALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,13.58,4.571428571,7.836734694,A
FEMALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,14.6,2.285714286,3.918367347,B
FEMALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,19.62,4.714285714,8.081632653,A
MALE,22,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,8,2.428571429,4.163265306,C-
MALE,23,YEMEN,BIASISWA,STATISTIK BAGI SAINS KOMPUTER,8,3.285714286,5.632653061,D+
MALE,22,BANGLADESH,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,12.6,0.285714286,0.489795918,F
MALE,22,MALAYSIA,BIASISWA,STATISTIK BAGI SAINS KOMPUTER,19.2,1.714285714,2.93877551,A
MALE,22,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,14.8,1.285714286,2.204081633,B+
MALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,19.25,5.571428571,9.551020408,A
MALE,22,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,18.87,0.571428571,0.979591837,A
FEMALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,13.58,1.571428571,2.693877551,A
FEMALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,12.08,1.714285714,2.93877551,B
FEMALE,22,MALAYSIA,BIASISWA,STATISTIK BAGI SAINS KOMPUTER,17.74,2.142857143,3.673469388,A
MALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,17.36,2.857142857,4.897959184,A
MALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,13.21,1.142857143,1.959183673,B-
MALE,22,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,20,1.285714286,2.204081633,A
MALE,24,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,14.72,1.428571429,2.448979592,A
MALE,22,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,15.85,1.571428571,2.693877551,B+
FEMALE,22,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,13.4,3,5.142857143,B+
MALE,24,BANGLADESH,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,13,6.428571429,11.02040816,B-
MALE,22,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,6.79,0.571428571,0.979591837,B
FEMALE,22,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,15.47,1,1.714285714,A
FEMALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,10.57,2.428571429,4.163265306,A-
MALE,21,IRAQ,BIASISWA,STATISTIK BAGI SAINS KOMPUTER,18.4,5.428571429,9.306122449,A
FEMALE,23,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,13.58,2.142857143,3.673469388,A
MALE,24,BANGLADESH,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,7.92,1.428571429,2.448979592,A-
FEMALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,15.09,2.714285714,4.653061224,A
MALE,23,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,19.25,3.142857143,5.387755102,A
MALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,17.74,3,5.142857143,A
FEMALE,22,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,19.62,5.428571429,9.306122449,A
MALE,22,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,18.11,1.857142857,3.183673469,A
MALE,22,BANGLADESH,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,7.17,5.142857143,8.816326531,C
MALE,23,NIGERIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,11.32,4,6.857142857,A-
FEMALE,22,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,16.6,1,1.714285714,A
MALE,22,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,16.6,3.571428571,6.12244898,A
MALE,22,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,17.36,1.714285714,2.93877551,A
FEMALE,22,MALAYSIA,BIASISWA,STATISTIK BAGI SAINS KOMPUTER,19.8,2.857142857,4.897959184,A
FEMALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,19.2,3.857142857,6.612244898,B+
FEMALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,19.25,1.285714286,2.204081633,A
MALE,22,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,18.11,1,1.714285714,A
MALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,16.6,0.714285714,1.224489796,A
MALE,22,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,19.25,0.857142857,1.469387755,A
MALE,22,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,19.62,1,1.714285714,A
FEMALE,22,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,19.2,5,8.571428571,A
MALE,23,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,12.4,9.285714286,15.91836735,C
MALE,23,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,15.09,3.285714286,5.632653061,A-
MALE,23,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,14.4,2.857142857,4.897959184,A-
MALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,16.6,2,3.428571429,A
FEMALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,18,1.714285714,2.93877551,A
MALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,15.85,0.571428571,0.979591837,A
FEMALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,20,3.714285714,6.367346939,A
FEMALE,21,YEMEN,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,9.06,4.142857143,7.102040816,B-
MALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,17,2.285714286,3.918367347,B+
MALE,22,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,17.74,1.571428571,2.693877551,A
MALE,22,SYRIAN ARAB REPUBLIC,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,13.4,6.142857143,10.53061224,B+
FEMALE,22,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,13.6,3.428571429,5.87755102,B-
FEMALE,22,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,13.96,5.571428571,9.551020408,A
FEMALE,24,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,17.2,2,3.428571429,A
FEMALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,12.4,1.571428571,2.693877551,A
MALE,22,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,16.6,2.857142857,4.897959184,A-
FEMALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,16.8,4.428571429,7.591836735,A
FEMALE,22,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,12.8,4.571428571,7.836734694,C+
MALE,25,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,14.34,2.428571429,4.163265306,A
FEMALE,21,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,11.7,4.428571429,7.591836735,B+
MALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,15.47,2.571428571,4.408163265,A
MALE,21,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,12.4,3.285714286,5.632653061,B
MALE,24,BRUNEI DARUSSALAM,BIASISWA,STATISTIK BAGI SAINS KOMPUTER,14.4,1.714285714,2.93877551,B-
FEMALE,23,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,19.62,5,8.571428571,A
FEMALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,18.49,4,6.857142857,A
MALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,14.72,1.285714286,2.204081633,A
FEMALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,12.83,3,5.142857143,B+
MALE,23,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,20,2.428571429,4.163265306,A
MALE,22,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,15.09,0.571428571,0.979591837,A
FEMALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,18.11,1.428571429,2.448979592,A
MALE,22,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,18,8.285714286,14.20408163,B+
FEMALE,22,MALAYSIA,BIASISWA,STATISTIK BAGI SAINS KOMPUTER,20,10.14285714,17.3877551,A
MALE,21,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,17,21.28571429,36.48979592,A
FEMALE,21,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,17,6.714285714,11.51020408,B
MALE,21,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,11,8,13.71428571,C-
MALE,21,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,18.5,5.571428571,9.551020408,B+
MALE,28,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,19.5,19.71428571,33.79591837,A
MALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,19.5,8.857142857,15.18367347,A
FEMALE,21,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,19,5,8.571428571,A-
FEMALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,20,10.57142857,18.12244898,A
FEMALE,21,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,20,25.14285714,43.10204082,A
FEMALE,21,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,20,9.142857143,15.67346939,B+
FEMALE,21,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,15.5,10.85714286,18.6122449,A
MALE,21,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,17.75,11.71428571,20.08163265,B+
MALE,22,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,19.5,9,15.42857143,A
MALE,21,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,11.5,10.14285714,17.3877551,C
MALE,20,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,17,15.28571429,26.20408163,B-
MALE,25,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,18.75,11.14285714,19.10204082,B+
FEMALE,23,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,19.5,17.42857143,29.87755102,A
FEMALE,21,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,18.5,8.428571429,14.44897959,A
MALE,21,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,19,12.14285714,20.81632653,A
MALE,22,MALAYSIA,BIASISWA,STATISTIK BAGI SAINS KOMPUTER,18,12,20.57142857,A
FEMALE,21,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,19.5,18.14285714,31.10204082,A
MALE,23,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,10,7.142857143,12.24489796,A-
MALE,21,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,15.25,17.42857143,29.87755102,C+
FEMALE,22,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,18,5.428571429,9.306122449,A
MALE,23,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,14.25,22.85714286,39.18367347,C+
MALE,21,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,17,5.857142857,10.04081633,B-
MALE,21,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,12.5,13.85714286,23.75510204,A
FEMALE,21,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,19.5,20.71428571,35.51020408,A
MALE,21,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,19.5,23.42857143,40.16326531,A
MALE,21,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,17.75,31.28571429,53.63265306,A
MALE,22,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,18,8.285714286,14.20408163,A
FEMALE,21,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,20,17.28571429,29.63265306,A
FEMALE,21,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,19.5,21.71428571,37.2244898,A
MALE,21,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,15,20.85714286,35.75510204,A
MALE,21,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,17.5,16.71428571,28.65306122,A
MALE,21,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,15,8.714285714,14.93877551,A
MALE,21,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,17,16.85714286,28.89795918,A
FEMALE,21,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,20,9.857142857,16.89795918,A
MALE,21,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,18.5,15.71428571,26.93877551,A
MALE,21,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,16,13.85714286,23.75510204,A-
MALE,21,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,9.25,11.57142857,19.83673469,B
MALE,22,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,20,27,46.28571429,A
MALE,22,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,11.75,24.71428571,42.36734694,C+
MALE,20,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,8,12.14285714,20.81632653,F
MALE,31,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,20,39.28571429,67.34693878,A
MALE,21,BANGLADESH,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,13.5,9.142857143,15.67346939,C+
FEMALE,21,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,20,12.71428571,21.79591837,A
MALE,21,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,14.75,12.57142857,21.55102041,B+
MALE,21,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,19.5,7.285714286,12.48979592,C-
FEMALE,21,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,20,13.57142857,23.26530612,A
MALE,21,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,17.75,12.42857143,21.30612245,B
MALE,22,BANGLADESH,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,8.75,16.42857143,28.16326531,F
MALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,20,11.85714286,20.32653061,A
FEMALE,22,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,18.5,13.14285714,22.53061224,C
FEMALE,21,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,20,29.28571429,50.20408163,A
FEMALE,21,MALAYSIA,BIASISWA,STATISTIK BAGI SAINS KOMPUTER,20,6.428571429,11.02040816,A
MALE,21,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,17,10,17.14285714,B
MALE,22,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,14.75,9.857142857,16.89795918,C-
MALE,21,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,16.25,15.71428571,26.93877551,B
MALE,21,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,17.5,15.71428571,26.93877551,A
MALE,21,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,20,11.71428571,20.08163265,A
MALE,22,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,14.75,12.57142857,21.55102041,D
MALE,20,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,16.5,8.714285714,14.93877551,B-
MALE,22,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,13,9.714285714,16.65306122,D+
MALE,23,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,11,17.85714286,30.6122449,B
MALE,23,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,16.25,13.42857143,23.02040816,A
MALE,21,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,18.5,6.571428571,11.26530612,A
FEMALE,21,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,18.5,18.57142857,31.83673469,A
FEMALE,21,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,18.25,11.28571429,19.34693878,B+
FEMALE,21,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,9.25,14,24,B-
MALE,21,EGYPT,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,11.25,14.57142857,24.97959184,C+
MALE,23,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,18.5,11.28571429,19.34693878,A-
MALE,23,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,14.75,11.28571429,19.34693878,B-
FEMALE,22,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,15.5,11.28571429,19.34693878,A-
MALE,21,CHINA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,19.75,26.57142857,45.55102041,A
MALE,22,BANGLADESH,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,14.5,12.57142857,21.55102041,C
MALE,21,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,13.5,6.285714286,10.7755102,A-
FEMALE,21,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,20,14.57142857,24.97959184,A
FEMALE,22,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,16.75,15.28571429,26.20408163,B-
MALE,21,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,20,4.571428571,7.836734694,A
MALE,21,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,17.5,15.42857143,26.44897959,A
MALE,21,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,14.75,10.71428571,18.36734694,B+
MALE,21,MALAYSIA,TIADA PENAJA,STATISTIK BAGI SAINS KOMPUTER,15.5,6.714285714,11.51020408,C
MALE,21,MALAYSIA,PINJAMAN,STATISTIK BAGI SAINS KOMPUTER,17.25,11.57142857,19.83673469,B
FEMALE,22,CHINA,TIADA PENAJA,STRUKTUR DATA DAN ALGORITMA,9.05,1,1.714285714,B-
MALE,25,BANGLADESH,TIADA PENAJA,STRUKTUR DATA DAN ALGORITMA,8.37,0.571428571,0.979591837,D
